Mon Nov 05 20:54:26 +0000 2018,howardmood449,"John James to the senate Stabenow to Venezuela. In Minnesota send Ellison and IIhan to jail, In New York Gillibrandâ€¦ https://t.co/D2fws80JEn",ind
Mon Nov 05 20:53:52 +0000 2018,PGHospice,"IT""S VOLUNTEER MANAGER DAY TODAY!!!! Big shout out and thank you to Catherine Gillibrand Gladwin for all the love aâ€¦ https://t.co/EWuWgoVdz0",ind
Mon Nov 05 20:48:41 +0000 2018,FaxMercury,"RT @BostonJerry: As far as I'm concerned, the only Dems who could potentially be a better 2020 candidate than Beto are Kamala Harris and Kiâ€¦",dem
Mon Nov 05 20:44:23 +0000 2018,IJefTomI,@notcapnamerica She probably has the highest name recognition.  Her home state is 12% of the US population. Gillibrâ€¦ https://t.co/FNDKdC2rwP,dem
Mon Nov 05 20:43:52 +0000 2018,mommycrystalcat,"RT @BigMikeLINY: @SenGillibrand Just like Kirsten Gillibrand She's going around asking for votes for  Stacey Abrams in Georgia, but she doeâ€¦",ind
Mon Nov 05 20:40:46 +0000 2018,wrs1260,RT @Dougs1978: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein Conâ€¦,rep
Mon Nov 05 20:40:15 +0000 2018,crystoofancy,"Only names I want thrown around for 2020 are Beto, Kirsten Gillibrand, Gavin Newsome, Chris Murphy and Joe Kennedy!â€¦ https://t.co/qsP8trkyne",dem
Mon Nov 05 20:39:47 +0000 2018,PhilMagloire,David Axelrod: Democrats Are Walking Into Trumpâ€™s Trap https://t.co/SztcDUDtDs via @politicomag,rep
Mon Nov 05 20:37:25 +0000 2018,BostonJerry,"Frankly, I don't think Kamala is a good enough campaigner to ignite the party in 2020. Gillibrand could, she reallyâ€¦ https://t.co/2hpmfmzf5G",dem
Mon Nov 05 20:30:24 +0000 2018,FenucciMiles,"RT @eREM1600: @CheleFarley After the Democrats' Kavanaugh Hoax, and with the economy roaring, why would anyone vote for Gillibrand?

@Cheleâ€¦",rep
Mon Nov 05 20:29:28 +0000 2018,TaraARae,"Just met Sen. Gillibrand and Jess Fassler in Watertown, NY where she spoke highly of Tedra Cobb for Congress.  I seâ€¦ https://t.co/qaxErz98z9",dem
Mon Nov 05 20:29:01 +0000 2018,BigMikeLINY,"@SenGillibrand Just like Kirsten Gillibrand She's going around asking for votes for  Stacey Abrams in Georgia, butâ€¦ https://t.co/Hm2m61Md8l",rep
Mon Nov 05 20:17:19 +0000 2018,KarenGarner2168,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Waâ€¦",dem
Mon Nov 05 20:13:46 +0000 2018,eREM1600,"@CheleFarley After the Democrats' Kavanaugh Hoax, and with the economy roaring, why would anyone vote for Gillibranâ€¦ https://t.co/ytw2KsmJJP",rep
Mon Nov 05 20:08:07 +0000 2018,MamurphyMaureen,"RT @MamurphyMaureen: @MissBilious @chick_in_kiev In her lair  above the Lincoln Memorial, Senator Kirsten Gillibrand, AKA Death Mother, Teaâ€¦",rep
Mon Nov 05 20:07:13 +0000 2018,cruzn4me03,"RT @cruzn4me03: Linda Sarsour said this about Kirsten Gillibrand:  â€œAnother champion, ANOTHER ONE OF OUR PEOPLE WHO WORKS FOR US ON THE INSâ€¦",dem
Mon Nov 05 20:02:26 +0000 2018,winningatmylife,RT @Gormogons: @winningatmylife @Darth_Mommie GP Menendez is likely to win and he likely had secks with sex trafficked underage prostitutesâ€¦,ind
Mon Nov 05 20:02:21 +0000 2018,eagleobserver,"@wopat7 @SenGillibrand @nlfisker She won't. Obamacare was the start of making healthcare UNaffordable.
A vote for Gâ€¦ https://t.co/mkHtOhpKcW",rep
Mon Nov 05 19:57:58 +0000 2018,justadad21,"RT @EllaaaCruzzz: 8-Elizabeth Warren, Dianne Feinstein, Mazie Hirono, Kirsten Gillibrand, Amy Klobuchar directly From EMILYâ€™s List and â€œKamâ€¦",ind
Mon Nov 05 19:55:46 +0000 2018,nowimurdaisy,kirsten gillibrand is so cool,dem
Mon Nov 05 19:55:40 +0000 2018,schwingcat,"RT @PolitiBunny: You asked 50 Leftist and/or wildly progressive women ... Harris, Warren, Gillibrand, the head of Planned Parenthood ... Shâ€¦",dem
Mon Nov 05 19:53:41 +0000 2018,Gormogons,@winningatmylife @Darth_Mommie GP Menendez is likely to win and he likely had secks with sex trafficked underage prâ€¦ https://t.co/pFWCXZO2ZH,rep
Mon Nov 05 19:51:40 +0000 2018,BtwRainDrops,"@HikindDov @chuckschumer Dov Hikind is a man who recognizes when he has been taken for granted, lied to and abandonâ€¦ https://t.co/1OmQk2Nlby",dem
Mon Nov 05 19:50:28 +0000 2018,TandemComm,"RT @Politics_Polls: #MNsen:
Smith (D) 49% (+10)
Housley (R) 39%

#MNsen:
Klobuchar (D) 53% (+20)
Newberger (R) 33%

#MIsen:
Stabenow (D) 52â€¦",dem
Mon Nov 05 19:44:46 +0000 2018,rf_0004,I matched with Kirsten Gillibrand for Senate Election - New York. You should try: https://t.co/GvO0giEwZ8,dem
Mon Nov 05 19:40:23 +0000 2018,pgrandee10,"RT @ScarletAvengers: TimesUp~Streisand
We will not be silenced on this issue~Gillibrand
Iâ€™m done being bullied~Stormy
Reclaiming my time~Maâ€¦",dem
Mon Nov 05 19:38:52 +0000 2018,debjjdh,"I have been praying the same, as well as getting Cuomo and Gillibrand out https://t.co/dxBykTei1t",rep
Mon Nov 05 19:36:47 +0000 2018,gwensnyderPHL,"@WGladstone I'm pretty leery of Gillibrand--her shift left seemed a little too conveniently timed, and I would worrâ€¦ https://t.co/WVN3QyCUPz",rep
Mon Nov 05 19:30:39 +0000 2018,aaronmiller089,@kementari @gluonspring @djlavoie @drvox Agreed. I would certainly vote for her if it came to that point but I'd peâ€¦ https://t.co/cdN2x0ZJ3m,dem
Mon Nov 05 19:30:00 +0000 2018,cornellsun,"The Sun endorses Mitrano for Congress, as well as Sen. Kirsten Gillibrand and Gov. Andrew Cuomo for reelection. https://t.co/K8ylhn0oVt",dem
Mon Nov 05 19:28:01 +0000 2018,blue_zany,@SenGillibrand Gillibrand is for illegals and not legals.   Fraud,rep
Mon Nov 05 19:27:21 +0000 2018,An3ita5,"6 points to Sen. Kirsten Gillibrand (D-N.Y.) and by 5 points to his 2016 opponent, Hillary Clinton.",dem
Mon Nov 05 19:25:08 +0000 2018,BondiSurf,"Kirsten Gillibrand
ðŸ”µhttps://t.co/uxcDBHki2u https://t.co/vdXnNLRV3V",ind
Mon Nov 05 19:21:18 +0000 2018,dreveillark,"@sirdugo520 @mattyglesias She's made noises about running, I imagine people think they have to contend with it. (Thâ€¦ https://t.co/EUmSxOQeFs",ind
Mon Nov 05 19:15:08 +0000 2018,LaMaze,"@ndjester @tariqnasheed And I'll provide other sources to the contrary:

https://t.co/I93Ddp91qu",ind
Mon Nov 05 19:14:30 +0000 2018,PDaddyTweets,@RealJamesWoods This proud NYer is sickened by what DeBlasio / Schumer/Cuomo/Gillibrand have done to this great state.,rep
Mon Nov 05 19:13:16 +0000 2018,arjun_tamul,@realfauxdenim @drvox That's not very surprising. Michelle Obama and Oprah get evaluated on how people think they'râ€¦ https://t.co/U0JgteINPJ,dem
Mon Nov 05 19:07:26 +0000 2018,BornaZorna,"RT @BornaZorna: @CheleFarley Globalist Gillibrand OUTSOURCED Americans JOBS  In Millions 
Offered PHD Graduates Flipping Hamburgers JOBS
1.â€¦",rep
Mon Nov 05 19:03:30 +0000 2018,kyblot,hmm who should i write in for U.S. Senator tomorrow? i'm not voting for Gillibrand.,rep
Mon Nov 05 19:01:32 +0000 2018,weatherthestor1,He's right. Putin or Trump. Right now he's putting sanctions on Iran. So be careful DEMS!!!! Don't take the Bait itâ€¦ https://t.co/ioTDJxtXKP,dem
Mon Nov 05 18:58:51 +0000 2018,Midwood49,"@SenGillibrand Gillibrand is like a younger, whiter Hillary. Stop the pamdering",rep
Mon Nov 05 18:57:46 +0000 2018,RobertHarding,.@SenGillibrand tells Syracuse crowd: @dana_balter 'will fight for you' in Congress https://t.co/jpvu8sfLRK #NY24,dem
Mon Nov 05 18:50:08 +0000 2018,indysusan,David Axelrod: Democrats Are Walking Into Trumpâ€™s Trap https://t.co/qMxTZk1EDs via @politicomag,rep
Mon Nov 05 18:44:22 +0000 2018,katiecannon2,"RT @rch371: Cornell Sun @cornellsun kindly called to talk about my recent drafting work for Senators Warren, Sanders, and Gillibrand.  httpâ€¦",ind
Mon Nov 05 18:40:11 +0000 2018,kenpat1952,@pahubb43 NYS is a lost cause. Gillibrand and Cuomo will surely be re-elected. I'm still voting. My congressman isâ€¦ https://t.co/sl3a2pXvjd,rep
Mon Nov 05 18:38:08 +0000 2018,TheoMessiah,"RT @PredictionMan: .""Kirsten Gillibrand has put forward 331 bills since she's been in Congress. Do you know how many of them have been passâ€¦",rep
Mon Nov 05 18:20:33 +0000 2018,VinceD11566,"@SenGillibrand Get rid of Gillibrand.
Vote for @CheleFarley our next US Senator of NY.",rep
Mon Nov 05 18:20:00 +0000 2018,queenymom,"RT @SeamusKirst: â€œIf weâ€™re not helping people then we should go the fuck home.â€ - Senator Kirsten Gillibrand, 2017 ðŸ˜ðŸ—½ @SenGillibrand @Libk3â€¦",rep
Mon Nov 05 18:18:22 +0000 2018,2020Junkie,"@axios Klobuchar, Gillibrand, Clinton, and Warren would have nearly 0 chance of beating Trump in 2020. Different stâ€¦ https://t.co/Da7Io5OO9n",rep
Mon Nov 05 18:17:03 +0000 2018,Garygaryaug,RT @Garygaryaug: IF YOU WANT MOBS.... VOTE GILLIBRAND....NO CHANCE SHE EVEN THINKS ABOUT JOBS https://t.co/DVuWjZ3EWI,rep
Mon Nov 05 18:16:24 +0000 2018,SeamusKirst,"â€œIf weâ€™re not helping people then we should go the fuck home.â€ - Senator Kirsten Gillibrand, 2017 ðŸ˜ðŸ—½ @SenGillibrandâ€¦ https://t.co/YNLsWm2X0v",dem
Mon Nov 05 18:13:43 +0000 2018,NCBenWilliams,@SamHarrisOrg @rtraister Kirsten Gillibrand campaigned with Bill Clinton in 2016 so she actually is a hypocrite andâ€¦ https://t.co/xNTP21PkEA,rep
Mon Nov 05 18:12:01 +0000 2018,WGladstone,@gwensnyderPHL Itâ€™s why Iâ€™ll vote Gillibrand for Pres. Better chance of pushing her left than Biden,dem
Mon Nov 05 18:06:14 +0000 2018,robbinsracing29,"...and DEMs defend not condemning him because 'he's not representitive'. Except when he's with Women's march, hangiâ€¦ https://t.co/pwc9CQnkLe",rep
Mon Nov 05 18:04:41 +0000 2018,cadenmgardner,@AngerZia Iâ€™m in NY-20 but I get all the ads and have volunteered prior there (Gillibrand and Teachout),dem
Mon Nov 05 18:03:41 +0000 2018,Imtyleredwards,Kirsten Gillibrand lookinâ€™ like sheâ€™s about to take over Panem and put out a hit for Katniss Everdeen https://t.co/GhQ3x5o3Pk,rep
Mon Nov 05 17:58:44 +0000 2018,yungtrapgodess,"RT @FunnyJulius: If You're Voting Kirsten Gillibrand, this is her some of her voting resume. She also NAY'd Brett M. Kavanaugh to be in theâ€¦",rep
Mon Nov 05 17:56:39 +0000 2018,AlleyDiann,"RT @JohnnyB371: Chele Farley exposes Kirsten Gillibrand's crazy idea to abolish ICE
   
â€œI think we should get rid of ICEâ€ â€“ Gillibrand, anâ€¦",rep
Mon Nov 05 17:55:50 +0000 2018,FunnyJulius,"If You're Voting Kirsten Gillibrand, this is her some of her voting resume. She also NAY'd Brett M. Kavanaugh to beâ€¦ https://t.co/2qCYDmGUTt",rep
Mon Nov 05 17:55:13 +0000 2018,GoosePooop,RT @JackPosobiec: â€œSen. Kirsten Gillibrand must come clean about her familyâ€™s connection to an alleged sex-slave cultâ€ https://t.co/0Dpk59Gâ€¦,rep
Mon Nov 05 17:54:36 +0000 2018,AlbertoN722,"@SenGillibrand MRS GILLIBRAND
BIG LIAR,",rep
Mon Nov 05 17:50:43 +0000 2018,simulator8,"RT @libbyliberalnyc: London:""Dem Party abandoned slogan2â€œabolish ICE.â€ Senators Warren  (MA) +Gillibrand (NY), who both called4â€œabolishingâ€¦",rep
Mon Nov 05 17:50:00 +0000 2018,TynanRtynan1,"Which reminds me that I haven't seen or heard a single TV or radio ad for Chele Farley, who is running against Gillâ€¦ https://t.co/ERoXEaMIwy",dem
Mon Nov 05 17:46:26 +0000 2018,PredictionMan,".""Kirsten Gillibrand has put forward 331 bills since she's been in Congress. Do you know how many of them have beenâ€¦ https://t.co/k1BJhkeXeF",rep
Mon Nov 05 17:45:56 +0000 2018,MalyndaNyc,@SenGillibrand Gillibrand hasnâ€™t done anything for New York: Senate candidate Chele Farley #VoteTuesdayâ€¦ https://t.co/6vpy6im6G1,rep
Mon Nov 05 17:42:17 +0000 2018,n_the_mountains,"@IsabellaDEstes @ComplexMissy @TeodroseFikre not saying that, but rather we need to take each candidate and consideâ€¦ https://t.co/cyr4qwHMUU",rep
Mon Nov 05 17:35:28 +0000 2018,patti_cushman,"Come on Voters in NY, Gillibrand hasn't even campaigned in NY this season!! Elect FARLEY in her place!! Elect Marcâ€¦ https://t.co/Te32Rk2GcA",rep
Mon Nov 05 17:33:54 +0000 2018,heiressarts,"https://t.co/SZClHoUnz5 #NY Representative KRISTIN #GILLIBRAND, Aunt of Evil Reneire (NXIVM Sex Cult!) patented AI ""G...",rep
Mon Nov 05 17:32:07 +0000 2018,alpstwt,RT @yabusiness52: NEW YORK. Go to the polls and remember to vote OUT. Schumerâ€™s puppet Gillibrand and letâ€™s get a governor that will work fâ€¦,rep
Mon Nov 05 17:27:32 +0000 2018,yabusiness52,In NY. We see McMann standing with Gillibrand and McMurray. Sheâ€™s trying to come on like sheâ€™s this mild mannered pâ€¦ https://t.co/2HbxRVYGOv,dem
Mon Nov 05 17:19:51 +0000 2018,AlyceLMiller,@reesetheone1 @notcapnamerica Harris is great. A Harris/ Klobuchar ticket would be the bomb. Gillibrand might bringâ€¦ https://t.co/ZBucFFTPTr,dem
Mon Nov 05 17:18:43 +0000 2018,Aprile61446091,"@reesetheone1 Right now she &amp; Harris are my favorites, used to think Gillibrand could do it but the Franken-hate isâ€¦ https://t.co/AqM416Gf6K",dem
Mon Nov 05 17:18:26 +0000 2018,ChrisAtwell4,"f you MEGALOmaniac Gillibrand
still waiting for an APOLOGY for denying Al Franken due process
running him out of ofâ€¦ https://t.co/yuwBB77NIm",rep
Mon Nov 05 17:08:59 +0000 2018,GaussJylle,"RT @jdforward: ""'Where you go I will go, and where you stay I will stay. Your people will be my people and your God my God.' Ruth spoke theâ€¦",ind
Mon Nov 05 17:04:14 +0000 2018,delindadewick,@PolitiBunny I neglected to mention my second priority: to fire Kristen Gillibrand.,rep
Mon Nov 05 16:58:26 +0000 2018,semajxcx,RT @JunoCassandra: More importantly Kristen Gillibrand for U.S Senate and Letitia James for Attorney General https://t.co/2bR0ESYeyb,dem
Mon Nov 05 16:56:03 +0000 2018,fawlynanjel,"Too many ""officers"" up at the Holocaust program. Listening to Senator Gillibrand",rep
Mon Nov 05 16:55:59 +0000 2018,young_bots,GILLIBRAND FOR SENATE https://t.co/3FG5zRG6rq,dem
Mon Nov 05 16:42:39 +0000 2018,LindaForAmerica,RT @AnnaBD20: #Midterms2018 Rep Chele Farley demands Dem Sen Kirsten Gillibrand return money from Firm led by longtime Harvey Weinstein Conâ€¦,rep
Mon Nov 05 16:42:04 +0000 2018,bogcommenter,"thanks to his essay, gillibrand might win by 34.2% instead of 34.1.",dem
Mon Nov 05 16:31:14 +0000 2018,cmillburg,Per Bloomberg: 75% of the $ spent on Twitter campaign ads since June has been dropped by 3 candidates (all Dems): Bâ€¦ https://t.co/6XHPhGcY39,ind
Mon Nov 05 16:29:18 +0000 2018,jpack_attack,"RT @thiru4baltimore: CNN poll, race/gender

Biden 33% (W/M)
Sanders 13% (W/M)
Harris 9% (B/F)
Warren 8% (W/F)
Booker 5% (B/M)
Kerry 5% (W/Mâ€¦",dem
Mon Nov 05 16:28:09 +0000 2018,Toadsiegirl,"RT @FrancoLexing1: @SenGillibrand 
WHEN ARE YOU GOING TO RETURN THE MONEY KIRSTEN ELIZABETH GILLIBRAND? 
https://t.co/0U2P68KybS",rep
Mon Nov 05 16:27:46 +0000 2018,RyherdPhyllis,"@DonaldJTrumpJr @jazz1294u @barrforcongress @realDonaldTrump 6 for Barr!  MAGA......vote RED KY, we don't want a woâ€¦ https://t.co/53GElNu3np",rep
Mon Nov 05 16:26:34 +0000 2018,Seekandfind,"Democrats Oâ€™Rourke, Harris and Gillibrand Spend Most on Twitter Ads 

#News #Iran #Israel #Turkey #TurkishNewspaperâ€¦ https://t.co/NEaNXgRJxK",ind
Mon Nov 05 16:25:28 +0000 2018,weiss_malka,"RT @ShaneMain1: I think she should also have to tell how she received very large donations ðŸ˜ðŸ˜

EXCLUSIVE: Opponent Chele Farley Demands Senâ€¦",rep
Mon Nov 05 16:20:49 +0000 2018,edcbm,@AG_Conservative Made that mistake w Gillibrand years ago &amp; all sheâ€™s done since getting in is vote straight D. Sheâ€¦ https://t.co/vrowVGYE8f,rep
Mon Nov 05 16:12:42 +0000 2018,AndrewStergiou,"@actblue I suppose it is a GOP trick that the Democrats that oppose them on Act Blue:
1. often do not accept PayPalâ€¦ https://t.co/g71GCzkCee",rep
Mon Nov 05 16:00:39 +0000 2018,JunoCassandra,More importantly Kristen Gillibrand for U.S Senate and Letitia James for Attorney General https://t.co/2bR0ESYeyb,dem
Mon Nov 05 16:00:32 +0000 2018,WeThePeopleWon,RT @RobertHarding: Sen. Kirsten Gillibrand tells Syracuse crowd: Dana Balter 'will fight for you' in Congress https://t.co/T7iYxFwlRK httpsâ€¦,dem
Mon Nov 05 15:53:10 +0000 2018,BMReynolds_,"RT @bungarsargon: ""'Where you go I will go, and where you stay I will stay. Your people will be my people and your God my God.' Ruth spokeâ€¦",ind
Mon Nov 05 15:52:01 +0000 2018,wjc199th,"Calling on all good New Yorkers of decency &amp; common sense, those who love this country, 2nd Amendment &amp; liberty. Alâ€¦ https://t.co/MyYr9mVlfs",rep
Mon Nov 05 15:48:48 +0000 2018,Timekeeper1972,RT @1_15charactors: NEW YORK: SAY NO TO GILLIBRAND! https://t.co/dmZTu0nAqf,rep
Mon Nov 05 15:48:22 +0000 2018,1_15charactors,NEW YORK: SAY NO TO GILLIBRAND! https://t.co/dmZTu0nAqf,rep
Mon Nov 05 15:47:57 +0000 2018,JamesGi31149914,@realDonaldTrump WHY in the Hell can't you give a SUPPORT TWEET to @CheleFarley running against the Marxistâ€¦ https://t.co/C491fCpyk9,rep
Mon Nov 05 15:45:26 +0000 2018,GreggSullivan7,@charliekirk11 @charliekirk11 please please please tweet about @CheleFarley running for #NY senate seat against Kirâ€¦ https://t.co/Eyvdgq3vlO,rep
Mon Nov 05 15:44:42 +0000 2018,NewsflashN,Midterm elections candidates NY: New York Republican and Democrat candidates revealed - read more -â€¦ https://t.co/HbzRpHx2M1,ind
Mon Nov 05 15:40:54 +0000 2018,ckutsc51,"RT @News12LI: 20 Questions with @CheleFarley,  Republican Candidate for U.S. Senate. Democrat incumbent Kirsten Gillibrand did not participâ€¦",ind
Mon Nov 05 15:34:23 +0000 2018,karshanandrea,@jdforward @SenGillibrand A political canvasser told me yesterday that @SenGillibrand voted against BDS legislationâ€¦ https://t.co/nqV3i9tuxM,rep
Mon Nov 05 15:33:55 +0000 2018,supergate12,@SenGillibrand https://t.co/5EgverPN2y  Vote Gillibrand out!   @realDonaldTrump @fud31,rep
Mon Nov 05 15:23:38 +0000 2018,RiseUpMoms,@njdotcom Where is the Outrage from the Crazed women Democrats? Gillibrand Harris Hirono? Dems are Hypocrites whenâ€¦ https://t.co/Z1VAgVuBwW,rep
Mon Nov 05 15:20:21 +0000 2018,dulcie_arnold,Sunday we started at a rally with some bigwigs and then canvassed the afternoon. #VOTE #Harckham #Gashi #cuomoâ€¦ https://t.co/IDIaV9QSpo,dem
Mon Nov 05 15:19:38 +0000 2018,LeeCamp27388582,@SenGillibrand Spoken like a true Republican. Liberals are trying to lie and scare their brain dead followers in toâ€¦ https://t.co/5VmMzWiNeJ,rep
Mon Nov 05 15:19:16 +0000 2018,OutdorieWestB,RT @CheleFarley: Read @JerryZremski's profile of my campaign in @TheBuffaloNews &amp; make up your own mind ahead of #ElectionDay. I'm not a caâ€¦,rep
Mon Nov 05 15:17:22 +0000 2018,amy_rice1,@NYCMayor Keeping in step with the #Dem party. I canâ€™t believe you were elected Come on #NY. Vote out the Blue teamâ€¦ https://t.co/YfcVN5KDnm,rep
Mon Nov 05 15:16:58 +0000 2018,jdforward,"""'Where you go I will go, and where you stay I will stay. Your people will be my people and your God my God.' Ruthâ€¦ https://t.co/cR5qSjPlZs",ind
Mon Nov 05 15:16:35 +0000 2018,bungarsargon,"""'Where you go I will go, and where you stay I will stay. Your people will be my people and your God my God.' Ruthâ€¦ https://t.co/O1Wi0m0h7D",ind
Mon Nov 05 15:15:29 +0000 2018,sponson,"RT @Tara_Mckelvey: A new Axios poll, reports @khart, shows that Kirsten Gillibrand â€“ and a bunch of other women too â€“ would beat Trump if aâ€¦",dem
Mon Nov 05 15:13:12 +0000 2018,NYCgirl0817,"RT @News12BX: 20 Questions with @CheleFarley,  Republican Candidate for U.S. Senate. Democrat incumbent Kirsten Gillibrand did not participâ€¦",rep
Mon Nov 05 15:11:13 +0000 2018,MartinTKinard1,@SenGillibrand GILLIBRAND FOR PRESIDENT 2020!,dem
Mon Nov 05 15:10:20 +0000 2018,m4s1w7,"@SenGillibrand @BernieSanders @realDonaldTrump 
This is the man Louis Farrakhan who is liked and adored by people lâ€¦ https://t.co/nJlKTXdqzV",dem
Mon Nov 05 15:09:59 +0000 2018,imichelle2018,"The future is woman.

A new poll shows Trump trailing by 13 points to Michelle Obama, by 12 points to Oprah, and byâ€¦ https://t.co/WtklT7tzAM",dem
